"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSMUSG00000060126",5128.40162453299,1.54532010370236,0.199428725743819,2.83725509076404e-15,2.54062007102466e-13,"Tpt1","22070"
"ENSMUSG00000029033",93.1147111811096,11.2073839138604,2.8728859589682,2.926119737788e-15,2.60715812855947e-13,"Acap3","140500"
"ENSMUSG00000028234",3471.56182433647,1.28348688379492,0.165988404296009,2.98866303696908e-15,2.64970130341976e-13,"Rps20","67427"
"ENSMUSG00000037239",79.234915462335,10.2356300429917,2.73763248703663,3.07975500118806e-15,2.71701144415158e-13,"Spred3","101809"
"ENSMUSG00000019132",1197.53293815217,1.42873192218466,0.184978051997674,3.1890858329603e-15,2.79967344031794e-13,"BC005537","79555"
"ENSMUSG00000040663",506.243664354137,4.15678169301092,0.5529511196893,3.35300468546156e-15,2.92921760546005e-13,"Clcf1","56708"
"ENSMUSG00000031022",451.749135196544,-3.04771356063474,0.410023685747522,3.48705578928564e-15,3.03075321979597e-13,"BC051019","57355"
"ENSMUSG00000017760",1320.10844006156,1.17536510750411,0.151305675149938,3.50307619910529e-15,3.03075321979597e-13,"Ctsa","19025"
"ENSMUSG00000038368",93.5140587606099,8.4317806404236,1.32639606688903,4.25431085408023e-15,3.66300255219821e-13,"Focad","230393"
"ENSMUSG00000022074",53.674864605444,10.4932234659386,2.78649313229495,4.34584446514489e-15,3.72391045580287e-13,"Tnfrsf10b","21933"
"ENSMUSG00000024910",24.2816779437533,0.432244879677712,1.159451434119,4.84128379077858e-15,4.12869292424065e-13,"Ctsw","13041"
"ENSMUSG00000026586",230.942190954039,13.6156497471556,3.34180402196937,5.31501301913041e-15,4.51121176111879e-13,"Prrx1","18933"
"ENSMUSG00000013236",693.349585598827,1.64747624307515,0.215119774893425,5.55316662125594e-15,4.69111608585249e-13,"Ptprs","19280"
"ENSMUSG00000027326",144.91632806238,5.95473593045845,0.857263262578434,6.0241021237829e-15,5.06505375280883e-13,"Knl1","76464"
"ENSMUSG00000024883",175.584389400026,9.34896078181707,1.4614554295847,7.18665645152903e-15,6.01429113973988e-13,"Rin1","225870"
"ENSMUSG00000022451",3651.17676708223,1.01061237294191,0.131219230565827,8.02131199418789e-15,6.68156634901911e-13,"Twf1","19230"
"ENSMUSG00000072980",115.263528088223,11.2791933991717,2.89107956587765,8.30811706676221e-15,6.88842909947428e-13,"Oip5","70645"
"ENSMUSG00000037253",515.503217706401,2.42097571021824,0.323085092290611,8.61062273441741e-15,7.10634297468578e-13,"Mex3c","240396"
"ENSMUSG00000007888",1176.14153499752,8.15876564468863,1.08400861265254,8.83736971128747e-15,7.26002083300217e-13,"Crlf1","12931"
"ENSMUSG00000045671",243.367131709639,3.55564400081107,0.480234201295609,9.00122242022599e-15,7.36086266318846e-13,"Spred2","114716"
"ENSMUSG00000086368",209.959572137415,-3.26785579407186,0.442388187226664,9.14106464674213e-15,7.44124212538658e-13,NA,NA
"ENSMUSG00000008090",781.708336454365,7.99945350648214,1.22106876438654,9.33739603024268e-15,7.5666708373582e-13,"Fgfrl1","116701"
"ENSMUSG00000045934",274.15898813876,2.25560046638062,0.301046068189687,1.04066868303277e-14,8.39519614614142e-13,"Mtmr11","194126"
"ENSMUSG00000006585",244.094676881631,6.52370225415607,0.965235131292062,1.14350798038117e-14,9.18344592854099e-13,"Cdt1","67177"
"ENSMUSG00000031431",1638.30564337647,-2.21392270268584,0.296475491591957,1.14943919008605e-14,9.18986895323705e-13,"Tsc22d3","14605"
"ENSMUSG00000019590",1173.81269820106,-2.38730381226464,0.322774536644714,1.18266414463601e-14,9.41348096279387e-13,"Cyb561","13056"
"ENSMUSG00000036466",420.584256601047,9.68461974921921,2.62393838343901,1.20771394295742e-14,9.57033141788688e-13,"Megf11","214058"
"ENSMUSG00000020889",1367.76118752092,-2.20869902824691,0.295498727527076,1.34847168892009e-14,1.06386693730704e-12,"Nr1d1","217166"
"ENSMUSG00000025612",75.93800585439,10.9339748663713,2.87078699456572,1.37775516159113e-14,1.08220250828664e-12,"Bach1","12013"
"ENSMUSG00000025362",4662.01077260061,1.90533270220588,0.254601004582039,1.42739672956124e-14,1.11239136996599e-12,"Rps26","27370"
"ENSMUSG00000027654",96.1079576995664,9.81971411312251,1.55382716339561,1.42861139701925e-14,1.11239136996599e-12,"Fam83d","71878"
"ENSMUSG00000068748",2153.48125058685,3.04633147439305,0.420737770385862,1.46003105131172e-14,1.13193489601478e-12,"Ptprz1","19283"
"ENSMUSG00000112103",12.5443675437062,0.454232159979872,1.17434936084234,1.47581565492589e-14,1.13924062776154e-12,NA,NA
"ENSMUSG00000002341",442.643966787091,-1.86629428634374,0.2490189910851,1.51184044294544e-14,1.16204079367854e-12,"Ncan","13004"
"ENSMUSG00000060938",5237.10994114353,0.755201187827053,0.0986795008226991,1.58050387155261e-14,1.20962580494169e-12,"Rpl26","19941"
"ENSMUSG00000054720",730.555112913839,2.19679272897907,0.294178937433317,1.59903277083207e-14,1.21859905926943e-12,"Lrrc8c","100604"
"ENSMUSG00000056201",8902.44338413165,1.8820080765965,0.252107319671242,1.61974833824155e-14,1.22915563515118e-12,"Cfl1","12631"
"ENSMUSG00000008683",4804.09019973648,1.16130560492745,0.15296505915882,1.71529280519827e-14,1.29616788389434e-12,"Rps15a","267019"
"ENSMUSG00000074811",39.8843980408481,9.92641504215379,2.7300868165344,1.77689369193016e-14,1.33707517347803e-12,"Hps6","20170"
"ENSMUSG00000020932",11689.8251615078,3.67424114591502,0.50549961819836,1.91439081076508e-14,1.43451150753104e-12,"Gfap","14580"
"ENSMUSG00000025875",270.846772439227,2.3083380964387,0.31146453771148,2.03615796367507e-14,1.51865846833096e-12,"Tspan17","74257"
"ENSMUSG00000042364",992.728754568044,2.89848065383712,0.39346332169019,2.04364671878811e-14,1.51865846833096e-12,"Snx18","170625"
"ENSMUSG00000030403",288.15231651732,2.12906913200877,0.288548178893697,2.05229285478703e-14,1.51878151803227e-12,"Vasp","22323"
"ENSMUSG00000039899",3214.84025326736,4.22312281101665,0.585717229204905,2.09996183078881e-14,1.54133078425565e-12,"Fgl2","14190"
"ENSMUSG00000030471",613.137703336719,2.29296154491319,0.309630846977357,2.09997605314857e-14,1.54133078425565e-12,"Zdhhc13","243983"
"ENSMUSG00000060591",222.471752441764,2.46545979180263,0.335877212203837,2.13553144680628e-14,1.56102990534096e-12,"Ifitm2","80876"
"ENSMUSG00000026014",361.173264479323,2.50817419889911,0.343805482473399,2.15121870723481e-14,1.56610470844993e-12,"Raph1","77300"
"ENSMUSG00000023505",503.827276740058,10.2485676893104,1.43746859651717,2.17062969823109e-14,1.57383835083484e-12,"Cdca3","14793"
"ENSMUSG00000026003",2149.34642622544,1.5603823796412,0.209323639077061,2.19145445644674e-14,1.58253055889131e-12,"Acadl","11363"
"ENSMUSG00000049881",207.738400574777,3.62123931544712,0.49890112385092,2.41191535466572e-14,1.73473863802041e-12,"2810025M15Rik","69953"
"ENSMUSG00000021037",2541.52201160118,-1.14001390194829,0.150930403556292,2.45153093982761e-14,1.75617870405491e-12,"Ahsa1","217737"
"ENSMUSG00000074170",126.657130416677,8.12838311679658,1.0936607402664,2.5460606417171e-14,1.816629483367e-12,"Plekhf1","72287"
"ENSMUSG00000058135",6940.75304861678,-2.19791909531411,0.297904088620557,2.75271794478871e-14,1.95628673306433e-12,"Gstm1","14862"
"ENSMUSG00000038816",581.270069354519,1.31558184526308,0.176052602226913,3.2111081000675e-14,2.27303300253395e-12,"Ctnnal1","54366"
"ENSMUSG00000058013",1090.20786731625,5.05966986928165,0.723027266212072,3.22493463302418e-14,2.27383284814292e-12,"Sept11","52398"
"ENSMUSG00000030111",368.015047250498,13.1001735132458,3.23105511208842,3.38870365369773e-14,2.37993308761069e-12,"A2m","232345"
"ENSMUSG00000030590",111.575979024986,-2.10471714831484,0.286530171752691,3.42119722347244e-14,2.39336801074875e-12,"Fam98c","73833"
"ENSMUSG00000042367",205.967312738108,11.5954270206247,2.94586643381092,3.51887647135554e-14,2.45212290760725e-12,"Gjb3","14620"
"ENSMUSG00000027832",257.330098684017,12.2891554796678,3.08531517451736,3.54877922993218e-14,2.4582505817463e-12,"Ptx3","19288"
"ENSMUSG00000022214",1199.11072869055,-1.34581597308952,0.181010881504663,3.55512256782786e-14,2.4582505817463e-12,"Dcaf11","28199"
"ENSMUSG00000024548",170.463686399345,2.80866417208427,0.387396785713003,3.58565394896009e-14,2.46982602199717e-12,"Setbp1","240427"
"ENSMUSG00000019775",101.514393577246,11.4364190249557,2.93904904365799,3.63336980078723e-14,2.49310420545205e-12,"Rgs17","56533"
"ENSMUSG00000002068",102.772894382812,10.6515218308126,2.81866674080824,4.12428257997292e-14,2.81915178338683e-12,"Ccne1","12447"
"ENSMUSG00000030074",61.0589488092557,11.436036942791,3.18318067808785,4.69754589735513e-14,3.19879655801267e-12,"Gxylt2","232313"
"ENSMUSG00000031930",1015.50617269967,1.89830125364761,0.258415125787888,4.86251525820241e-14,3.29859036966466e-12,"Wwp2","66894"
"ENSMUSG00000033960",213.245229976097,9.23470312070672,1.28403119129153,4.9514368058603e-14,3.34623704740196e-12,"Jcad","240185"
"ENSMUSG00000007476",1663.13026965728,1.20522455534997,0.162261926800202,5.33714151653257e-14,3.5933408804354e-12,"Lrrc8a","241296"
"ENSMUSG00000031841",1265.7578720829,2.3849782205141,0.329197873943682,5.36017230351653e-14,3.59533055369578e-12,"Cdh13","12554"
"ENSMUSG00000032643",51.926568104678,7.55085048915091,1.03673296693592,5.67319740171896e-14,3.79109299505168e-12,"Fhl3","14201"
"ENSMUSG00000021614",1051.91269029676,5.47120205355079,0.905746373543072,5.88509216016414e-14,3.91807120804385e-12,"Vcan","13003"
"ENSMUSG00000039457",106.292724001542,8.86277089682511,1.28964450226789,6.03822389898997e-14,4.00513154840783e-12,"Ppl","19041"
"ENSMUSG00000033382",1637.21323651339,-2.30345526443484,0.319886386089128,6.18286617134438e-14,4.08593912408142e-12,"Trappc8","75964"
"ENSMUSG00000033386",139.694247592444,12.0336597367288,3.04831905143434,6.75527041465728e-14,4.44779918588593e-12,"Frrs1","20321"
"ENSMUSG00000050335",14025.0843852509,3.63508478124125,0.541669249853236,7.13358923221132e-14,4.6796867970576e-12,"Lgals3","16854"
"ENSMUSG00000028970",51.8415735661838,9.47354544657537,2.66410614847827,7.54077702322192e-14,4.92875093828034e-12,"Abcb1b","18669"
"ENSMUSG00000025967",3722.77688772052,1.22064222102631,0.165898386814342,7.68809700180292e-14,5.00676833473776e-12,"Eef1b2","55949"
"ENSMUSG00000036036",77.8976751357525,11.2298334927307,2.94695102058881,7.85861473274865e-14,5.09927287133317e-12,"Zfp57","22715"
"ENSMUSG00000047507",76.2207352884878,-11.4502270061692,3.25715592934192,7.92815182147859e-14,5.12582205670975e-12,"Baiap3","545192"
"ENSMUSG00000033952",243.271025042374,12.9182730066787,3.16990453912184,8.8985075515983e-14,5.73249538638755e-12,"Aspm","12316"
"ENSMUSG00000048747",488.093769889021,2.04299038551736,0.282217837619299,9.46347864543998e-14,6.07460355058009e-12,NA,NA
"ENSMUSG00000021573",658.981191783424,-3.21019917879999,0.450346311271307,9.68826485843581e-14,6.19668340534739e-12,"Tppp","72948"
"ENSMUSG00000104687",103.572864688243,9.07436513389045,1.48262411466236,9.72542564403503e-14,6.19831487042787e-12,NA,NA
"ENSMUSG00000068923",2764.01348165541,1.74710482519784,0.241189985621304,1.07404532672621e-13,6.82094955898569e-12,"Syt11","229521"
"ENSMUSG00000036564",154.210870778868,12.1795506173489,3.06837609138806,1.17186658738112e-13,7.39997443080295e-12,"Ndrg4","234593"
"ENSMUSG00000028076",243.776650728079,14.3002515546152,3.83315952820734,1.17348413554528e-13,7.39997443080295e-12,"Cd1d1","12479"
"ENSMUSG00000025068",1026.75696537147,2.39500596752642,0.336862490583297,1.2752495658595e-13,8.01348928946588e-12,"Gsto1","14873"
"ENSMUSG00000076431",1761.22657455244,2.28326337992369,0.318830619416546,1.29653919521325e-13,8.11878337310281e-12,"Sox4","20677"
"ENSMUSG00000033487",1071.39318364224,1.52752774143878,0.211006568811317,1.43637889553907e-13,8.96310440425411e-12,"Fndc3a","319448"
"ENSMUSG00000073155",1175.1212171086,1.39420276370947,0.192055236617849,1.48400679705439e-13,9.22815198904411e-12,"1810058I24Rik","67705"
"ENSMUSG00000068744",82.2447604444995,11.1645131635998,2.93795931762998,1.54353573067067e-13,9.56511467148132e-12,"Psrc1","56742"
"ENSMUSG00000020592",212.625701125309,8.97002126900789,1.24935432701757,1.64201838066419e-13,1.01403128204535e-11,"Sdc1","20969"
"ENSMUSG00000007892",7271.78930265277,0.982109370259066,0.135022752222386,1.94683610944349e-13,1.19814047711421e-11,"Rplp1","56040"
"ENSMUSG00000046364",4169.60325711852,1.21401551458117,0.167655914634779,1.99443278373344e-13,1.22322933985898e-11,"Rpl27a","26451"
"ENSMUSG00000022180",145.848224447377,7.20359838223658,1.01231634041092,2.00661509112886e-13,1.22650067122958e-11,"Slc7a8","50934"
"ENSMUSG00000062257",89.1951613548202,12.0154474021417,3.29947046883638,2.03521904801576e-13,1.23975299084742e-11,"Opcml","330908"
"ENSMUSG00000039232",159.697851456654,10.8889506100582,2.86414918369121,2.12631957788463e-13,1.29085618035037e-11,"Stx11","74732"
"ENSMUSG00000062248",552.775254783855,3.91828329505584,0.57094931559549,2.17058944490696e-13,1.31218475458009e-11,"Cks2","66197"
"ENSMUSG00000053137",97.2911366113273,9.46882998091521,2.6645316656107,2.17610627120602e-13,1.31218475458009e-11,"Mapk11","19094"
"ENSMUSG00000020439",93.8725852777278,7.29730460242042,1.13405146932618,2.56775132716614e-13,1.54314961470531e-11,"Smtn","29856"
"ENSMUSG00000022388",286.283246957346,-3.34250489288481,0.480333247289942,3.06454591776225e-13,1.83239497961742e-11,"Ttll8","239591"
"ENSMUSG00000019866",41.0921696203851,9.91877978321047,2.77061614264198,3.0695097095607e-13,1.83239497961742e-11,"Crybg1","11630"
"ENSMUSG00000027379",243.973888720507,12.7371618228539,3.17018743009171,3.20505774925224e-13,1.90695612064314e-11,"Bub1","12235"
"ENSMUSG00000057841",6864.30593283424,1.50788587978403,0.211700160883081,3.42218132214048e-13,2.02939885093423e-11,"Rpl32","19951"
"ENSMUSG00000026816",915.541386822945,-0.826047489772011,0.114450593311765,3.48497077181635e-13,2.0598132525564e-11,"Gtf3c5","70239"
"ENSMUSG00000043895",232.36510856506,11.870777796232,3.02966868546848,3.51526974859001e-13,2.07088703708876e-11,"S1pr2","14739"
"ENSMUSG00000022283",2818.2539263934,2.036122706123,0.289446545969225,3.55059424186537e-13,2.08483909106777e-11,"Pabpc1","18458"
"ENSMUSG00000035212",1133.2307221473,2.09621334146038,0.299088599919545,4.03146736010491e-13,2.35946238405617e-11,"Leprot","230514"
"ENSMUSG00000035778",578.460595836365,2.15252739234183,0.307818413900605,4.07266961445513e-13,2.37581238193084e-11,"Ggta1","14594"
"ENSMUSG00000021242",1582.86753712887,1.11191529898685,0.155468322554083,4.09953192119595e-13,2.38371809015254e-11,"Npc2","67963"
"ENSMUSG00000071415",4912.90658791163,0.99847680679699,0.139897223137992,4.30877858806117e-13,2.49727882632969e-11,"Rpl23","65019"
"ENSMUSG00000004665",676.047688748385,7.6369519412833,1.67227524993684,4.62603927065357e-13,2.67250765477854e-11,"Cnn2","12798"
"ENSMUSG00000040040",1582.94050176335,-2.28007069601657,0.328514025143067,4.69348438955941e-13,2.69468122306806e-11,"Ift88","21821"
"ENSMUSG00000035914",436.429890091181,2.62620023093038,0.381144807022086,4.6945141638128e-13,2.69468122306806e-11,"Cd276","102657"
"ENSMUSG00000055862",262.632166337692,-1.63477738979061,0.231659983196823,4.79436884341544e-13,2.74320612194016e-11,"Izumo4","71564"
"ENSMUSG00000067365",1025.41610605724,1.06170785439692,0.148475185266355,4.81028011131923e-13,2.74354479342726e-11,"Tmem128","66309"
"ENSMUSG00000108801",44.7865331164732,9.32989982384678,2.66770797180578,4.89864455163894e-13,2.78507381826355e-11,NA,NA
"ENSMUSG00000097039",46.7037801255868,9.7889700416045,2.740538137932,4.95265105832757e-13,2.80686796846799e-11,"Pvt1","19296"
"ENSMUSG00000033454",391.077461970705,3.32807682888991,0.485842400252842,4.97682591390666e-13,2.81167114486291e-11,"Zbtb1","268564"
"ENSMUSG00000040187",94.3783726579538,8.50112519881259,1.29097956278151,5.737152334392e-13,3.23102708039705e-11,"Arntl2","272322"
"ENSMUSG00000106037",426.597689183398,1.56369552985939,0.22342499469606,6.43941805157823e-13,3.61515792745187e-11,NA,NA
"ENSMUSG00000048521",106.340163220304,0.297397933136266,1.08389615358492,6.85407195453941e-13,3.8359242073077e-11,"Cxcr6","80901"
"ENSMUSG00000029762",596.655167854705,2.88477142787712,0.420413110240995,7.41350638502148e-13,4.1360899018489e-11,"Akr1b8","14187"
"ENSMUSG00000028980",37.2506280689694,9.65503661625691,2.73512928837577,7.61188173601186e-13,4.23357732951045e-11,"H6pd","100198"
"ENSMUSG00000028037",223.111484341103,11.3196602659934,2.95648008391071,7.71560928101168e-13,4.2779828672953e-11,"Ifi44","99899"
"ENSMUSG00000042572",298.742206284734,2.76228027805948,0.410970523580773,7.79563249505576e-13,4.30901180104795e-11,"Ube2q1","70093"
"ENSMUSG00000037428",430.083270567078,7.71985452850443,1.33156770000874,7.89398278284565e-13,4.34994885101485e-11,"Vgf","381677"
"ENSMUSG00000024781",362.556523948483,1.533375145647,0.218920231596207,8.02247480500746e-13,4.40719329088585e-11,"Lipa","16889"
"ENSMUSG00000025358",407.798471145719,2.53385462725216,0.368631164591669,9.17701612896946e-13,5.02603002610747e-11,"Cdk2","12566"
"ENSMUSG00000069662",4048.02399897978,0.968237102489205,0.137284649312335,1.08076283020194e-12,5.90103095307515e-11,"Marcks","17118"
"ENSMUSG00000027955",21.3745046203922,0.339820281608764,1.10428018496237,1.12672180423541e-12,6.1332707574626e-11,"Gask1b","68659"
"ENSMUSG00000027087",2387.22557773749,2.33243402671204,0.340362909933153,1.16560368159409e-12,6.32569585868745e-11,"Itgav","16410"
"ENSMUSG00000082229",57.2175373856465,10.0176357030209,2.79046159184894,1.19310236389409e-12,6.45536865105112e-11,"Nap1l2","17954"
"ENSMUSG00000024989",209.404352985481,12.5474756457397,3.16751488903517,1.25239061785685e-12,6.75574204072237e-11,"Cep55","74107"
"ENSMUSG00000039163",557.30713543119,1.12210299512207,0.160555800222887,1.29948062817901e-12,6.98870827929669e-11,"Cmc1","67899"
"ENSMUSG00000056758",153.147912492304,11.1570380004889,2.9902470755429,1.33990920916381e-12,7.18456108590257e-11,"Hmga2","15364"
"ENSMUSG00000085882",466.928308413305,-2.65121579345858,0.393245461207215,1.41458641302476e-12,7.56233673757026e-11,NA,NA
"ENSMUSG00000050382",54.0806763929128,3.74599672555361,0.560611540081269,1.44379987867013e-12,7.69553929378076e-11,"Kif7","16576"
"ENSMUSG00000022322",242.700839489435,12.5990883217341,3.18964132680879,1.46505730469228e-12,7.77708905426476e-11,"Shcbp1","20419"
"ENSMUSG00000052738",2802.58125212238,-0.860105356089563,0.122417908297476,1.4677849686423e-12,7.77708905426476e-11,"Suclg1","56451"
"ENSMUSG00000060802",5332.94150886695,2.58182948421351,0.384923915712695,1.51920267292462e-12,8.02578190837966e-11,"B2m","12010"
"ENSMUSG00000072082",100.806757624995,10.9130654432856,2.92018969350729,1.67521389016034e-12,8.81227479134769e-11,"Ccnf","12449"
"ENSMUSG00000021650",547.859669447277,-1.2394262932121,0.178651101994707,1.67791931646075e-12,8.81227479134769e-11,"Ptcd2","68927"
"ENSMUSG00000073489",113.326761428473,11.3152273584721,3.02048633135974,1.76645464715622e-12,9.25012756605868e-11,"Ifi204","15951"
"ENSMUSG00000042978",105.277174564287,3.40401640897756,0.517389897905147,1.85628938084686e-12,9.69221181387359e-11,"Sbk1","104175"
"ENSMUSG00000022034",161.92008459939,10.3741766851024,1.79559908298698,2.02426734237503e-12,1.05385476263356e-10,"Esco2","71988"
"ENSMUSG00000001517",131.134488056122,9.44147969689494,1.60013595662909,2.05614071829781e-12,1.06734562678248e-10,"Foxm1","14235"
"ENSMUSG00000036334",140.131403939743,11.1178080088323,2.24088155618433,2.07152344022463e-12,1.07222292748505e-10,"Igsf10","242050"
"ENSMUSG00000041577",5438.51379693061,-1.22711289632985,0.177930041596756,2.18436374872516e-12,1.12737090420515e-10,"Prelp","116847"
"ENSMUSG00000027500",5404.62515220926,2.03276211102779,0.300480219165121,2.5434293695482e-12,1.30891599365628e-10,"Stmn2","20257"
"ENSMUSG00000036523",151.174549318312,12.3017725681541,3.20976105336601,2.63246265184602e-12,1.35085311266219e-10,"Greb1","268527"
"ENSMUSG00000028692",4032.5052127538,0.863707091442726,0.124577448581567,2.65964645575485e-12,1.36090309646039e-10,"Akr1a1","58810"
"ENSMUSG00000057531",242.161970783243,1.59236233499861,0.233764853580216,2.71093893463203e-12,1.38319673448219e-10,"Dtnbp1","94245"
"ENSMUSG00000049872",74.5157531109876,9.41063154994327,1.63022992227125,2.8955469396394e-12,1.47319176539779e-10,"Calhm5","103511"
"ENSMUSG00000026259",1648.46778816607,-2.59396293999013,0.402018520348121,2.91039018253199e-12,1.47654894557976e-10,"Ngef","53972"
"ENSMUSG00000035824",624.666607477474,-1.57690397626982,0.231693829060034,2.98700157026278e-12,1.5111359073965e-10,"Tk2","57813"
"ENSMUSG00000004562",501.886662021082,1.83932870495232,0.27248007864381,3.17182748378872e-12,1.60011995513161e-10,"Arhgef40","268739"
"ENSMUSG00000038900",1903.2742114892,1.76188856683707,0.260875501061084,3.37649843680393e-12,1.69507774827954e-10,"Rpl12","269261"
"ENSMUSG00000039759",534.329262862397,-1.70353840376641,0.252336454682198,3.3789868565291e-12,1.69507774827954e-10,"Thap3","69876"
"ENSMUSG00000030562",121.830409674161,12.0626141429621,3.24213548171728,3.50644145484982e-12,1.75085302463484e-10,"Nox4","50490"
"ENSMUSG00000037979",895.740854641337,-1.83406289297542,0.272380026578457,3.5097226860456e-12,1.75085302463484e-10,"Ccdc92","215707"
"ENSMUSG00000022246",177.474303383741,5.30316787261378,0.876783320777902,3.54682315288711e-12,1.76444599569598e-10,"Rai14","75646"
"ENSMUSG00000025810",125.479422695468,8.67442171699301,1.36501515086751,3.70964646556283e-12,1.84033403190484e-10,"Nrp1","18186"
"ENSMUSG00000032802",443.065746082083,1.99959589160858,0.297745347992725,3.75505660606935e-12,1.85771571154961e-10,"Srxn1","76650"
"ENSMUSG00000028068",105.821241345461,0.315510755975908,1.09257389241032,3.97692700501814e-12,1.96206021302672e-10,"Iqgap3","404710"
"ENSMUSG00000054203",45.5679050019104,10.0066376708109,2.82581882217308,3.99522751817842e-12,1.96567389074333e-10,"Ifi205","226695"
"ENSMUSG00000037411",359.74081403467,10.3765957123519,2.83258720777124,4.04461530958027e-12,1.98452097477461e-10,"Serpine1","18787"
"ENSMUSG00000026749",1318.20751192497,2.8708723855805,0.432994929448294,4.1628683412027e-12,2.03696199788522e-10,"Nek6","59126"
"ENSMUSG00000020330",436.480748082855,10.1216430947373,1.65866580826983,4.33350429990935e-12,2.11059070645689e-10,"Hmmr","15366"
"ENSMUSG00000053835",38.6674860854001,9.31292469232502,2.70412826683318,4.33691093850096e-12,2.11059070645689e-10,"H2-T24","15042"
"ENSMUSG00000054693",2475.23911419892,1.40472733664985,0.207140096972666,4.48022167437765e-12,2.17442520234226e-10,"Adam10","11487"
"ENSMUSG00000023048",885.664750844747,1.14875915171324,0.168455986256991,4.60490348079693e-12,2.22889774155655e-10,"Prr13","66151"
"ENSMUSG00000020372",4076.49314263236,1.75007597425666,0.258954068266984,4.68436483978272e-12,2.2612477066218e-10,"Rack1","14694"
"ENSMUSG00000030878",55.0163759882804,8.27632933619305,1.46181702210517,4.79982690882922e-12,2.31075537930706e-10,"Cdr2","12585"
"ENSMUSG00000005610",12828.2486171992,1.07225486507191,0.157173679042397,4.85976836247271e-12,2.33334025746712e-10,"Eif4g2","13690"
"ENSMUSG00000028480",1617.87498108125,2.01860947895655,0.303274492746342,5.26612200916361e-12,2.52168393214201e-10,"Glipr2","384009"
"ENSMUSG00000028044",857.730970039755,4.33727845714461,0.692361757546659,5.38546198783712e-12,2.56774260562874e-10,"Cks1b","54124"
"ENSMUSG00000021728",117.86795022868,1.87801526314706,0.281626162208788,5.39098341457595e-12,2.56774260562874e-10,"Emb","13723"
"ENSMUSG00000035849",13.7981109218692,-0.29352305637735,1.08377977583536,5.51093680149037e-12,2.61791424875043e-10,"Krt222","268481"
"ENSMUSG00000027660",982.12572528072,1.50876426095386,0.224300599681397,5.71856359482391e-12,2.70935860898681e-10,"Skil","20482"
"ENSMUSG00000103088",175.961226706903,-1.8377071280535,0.275972805305376,5.82006076149265e-12,2.75017066431588e-10,"Pcdhgb6","93703"
"ENSMUSG00000074785",42.8390981509351,6.61110797295617,0.999399842596828,6.03920431869687e-12,2.84621342483006e-10,"Plxnc1","54712"
"ENSMUSG00000034171",307.9340553685,-2.26730861701653,0.35043057173718,6.13344355291082e-12,2.88304043540892e-10,"Faah","14073"
"ENSMUSG00000026043",86.8369606663609,11.8141088274372,3.35460869136805,6.39655964480322e-12,2.99884781881626e-10,"Col3a1","12825"
"ENSMUSG00000027834",13.5525857702035,0.333556402654402,1.10085858220216,6.52287295406816e-12,3.05008176852237e-10,"Serpini1","20713"
"ENSMUSG00000018293",5658.39523390016,2.01811473924722,0.306505720942226,6.62301529709653e-12,3.08884325405474e-10,"Pfn1","18643"
"ENSMUSG00000047547",1650.49873800646,2.03855059794123,0.31331735719065,6.83905116715247e-12,3.18131343772815e-10,"Cltb","74325"
"ENSMUSG00000028782",330.407881989568,2.47265033011803,0.377799694505257,6.94890983400702e-12,3.2240421299801e-10,"Adgrb2","230775"
"ENSMUSG00000022443",857.319745839352,2.56428517326973,0.392513024502983,7.15241785437347e-12,3.30988763188564e-10,"Myh9","17886"
"ENSMUSG00000022091",1367.70559986888,-1.65023278050821,0.247443598529123,7.28971067382583e-12,3.35973089826301e-10,"Sorbs3","20410"
"ENSMUSG00000026688",365.786776132698,2.04315966306488,0.311543041069639,7.29764542645772e-12,3.35973089826301e-10,"Mgst3","66447"
"ENSMUSG00000020674",585.346133471835,2.90810351607426,0.460358277642864,7.56728177224805e-12,3.4749345963895e-10,"Pxdn","69675"
"ENSMUSG00000058600",2710.12180304823,0.870864558436991,0.128494361553936,7.7232944048118e-12,3.53750586945715e-10,"Rpl30","19946"
"ENSMUSG00000020185",51.2853088834986,9.98572027645764,2.81432434588029,1.00695060810453e-11,4.6003771532e-10,"E2f7","52679"
"ENSMUSG00000003868",2712.01724923469,-1.13622848640451,0.169628072613009,1.01278128910036e-11,4.61524175737873e-10,"Ruvbl2","20174"
"ENSMUSG00000105814",294.699635655184,1.65495018424266,0.24995685177237,1.03408474148642e-11,4.70036132875133e-10,"Mir703","735265"
"ENSMUSG00000020773",426.210018785373,5.93607035378195,0.925907457952485,1.04040929815139e-11,4.7171367393907e-10,"Trim47","217333"
"ENSMUSG00000040151",567.944722988297,2.24625347284965,0.346272692935152,1.04775860503287e-11,4.73846183271054e-10,"Hs2st1","23908"
"ENSMUSG00000059995",123.097461412431,3.11658130150458,0.48523265141742,1.0667833079373e-11,4.81234817678818e-10,"Atxn7l3","217218"
"ENSMUSG00000026726",13.2286947552726,0.319921036655564,1.09390851509423,1.11692650976598e-11,5.02588865914546e-10,"Cubn","65969"
"ENSMUSG00000076498",171.639487836262,9.27215494230197,2.67066530947354,1.12841119372378e-11,5.06484111989956e-10,NA,NA
"ENSMUSG00000028497",191.922809491995,9.61267492929547,1.52105013426137,1.13886317765283e-11,5.09897516214615e-10,"Hacd4","66775"
