nohup: ignoring input
cellranger-atac count (1.2.0)
Copyright (c) 2019 10x Genomics, Inc.  All rights reserved.
2020-12-12 13:47:14 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0.chnk44.main
2020-12-12 13:47:14 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0.chnk45.main
2020-12-12 13:47:14 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0.chnk46.main
2020-12-12 13:47:14 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0.chnk47.main
2020-12-12 13:53:16 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (0/48 completed)
2020-12-12 13:59:16 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (0/48 completed)
2020-12-12 14:04:44 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (7/48 completed)
2020-12-12 14:09:50 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (9/48 completed)
2020-12-12 14:14:56 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (10/48 completed)
2020-12-12 14:19:58 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (17/48 completed)
2020-12-12 14:25:12 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (18/48 completed)
2020-12-12 14:30:26 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (21/48 completed)
2020-12-12 14:35:45 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (24/48 completed)
