gene	Foxj1_tdT_Uninj_rep1	Foxj1_tdT_Uninj_rep2	Foxj1_tdT_1dpi_rep1	Foxj1_tdT_1dpi_rep2	Foxj1_tdT_5dpi_rep1	Foxj1_tdT_5dpi_rep2	Foxj1_Olig2_tdT_Uninj_rep1	Foxj1_Olig2_tdT_Uninj_rep2	Foxj1_Olig2_tdT_1dpi_rep1	Foxj1_Olig2_tdT_1dpi_rep2	Foxj1_Olig2_tdT_5dpi_rep1	Foxj1_Olig2_tdT_5dpi_rep2
226	4930590J08Rik	5,6	4,4	2,1	1,1	1	20,3	4,2	1	3,2	6,6	1,8	4,4
227	4931406B18Rik	3,9	3,8	3,7	2,9	3,7	3,6	6,5	13,8	15,4	4,9	5	3,8
228	4931406C07Rik	197	253,2	120,3	207	549,4	305,1	822,4	317,7	317	149,4	291,8	305,1
229	4931406P16Rik	750,8	557,5	214,2	313,6	579,6	377,6	359,1	74,2	782,2	255,3	713,5	624,3
230	4931414P19Rik	252,1	254,5	133,6	33,4	12,3	286,8	151,5	308,6	89,8	86,6	41,7	49,1
231	4931428F04Rik	0	7,7	55,7	90,3	61,8	10,3	59,8	74,4	245,2	281,9	148,9	83,9
232	4931428L18Rik	7,9	6	19,3	20	12,3	9,1	17,9	3	6,4	7,6	9	5,5
233	4931429L15Rik	0	0	0	0	2,6	4,3	79,1	67,1	0,9	0,8	0	0
234	4931440F15Rik	15,7	13,2	1,1	5,6	0	1	0	0	4,2	0	10	0
235	4931440P22Rik	267,9	266,8	177,1	65	52,8	122,3	347,6	530,9	208,3	182,4	37,3	40,1
236	4932411N23Rik	4,5	3,5	0	4,5	18,4	11,2	0	1	0	2,8	10	1,1
237	4932414N04Rik	64,8	43,8	19,5	13,1	15,4	15,1	17,8	20,2	13,4	17,9	18,2	11,9
238	4932438A13Rik	646,5	603,2	500,3	1225,4	732,7	694,1	701,1	412,3	990,6	681,9	598,1	690,8
239	4932438H23Rik	1127,7	1188,4	680,5	630,5	879,3	608	1374,3	951	723,6	580,8	125,9	221,1
240	4932443I19Rik	656,6	634,8	342,5	211,3	205,1	373,1	452,9	419,3	430,7	295,8	96,3	60,1
241	4933402D24Rik	28,1	16,5	0	0	0	24,4	24,3	51,3	41,3	0	0	19,8
242	4933406M09Rik	62,1	61,3	0	0	0	0	0	0	0	0	0	0
243	4933407L21Rik	558	575,5	252,1	106	201,4	323,3	721,1	1136,7	750,9	765,3	239,5	166,6
244	4933408B17Rik	18,8	30,1	0	14,3	12,1	27,9	43,6	8,9	0	0	20,1	11,8
245	4933409G03Rik	63,2	40,8	0	6,7	0	0	0	0	18,1	0	0	0
246	4933412A08Rik	16,8	16,4	4,3	6,7	1	6,1	4,2	7	4,2	0	3,6	1,1
247	4933413G19Rik	41,6	52,6	14,1	0	1	0	62,4	67,9	37,9	20,7	19,3	7,3
248	4933415A04Rik	2,2	1,7	1,1	4,4	5,1	2	1,1	0	0	0	36,2	24,1
249	4933427D14Rik	779,1	813,1	247,5	433,8	691,2	143,3	875,5	208,7	273,6	591,8	484,2	195,4
250	4933427G23Rik	55,5	81,5	26,8	27,2	42	32,4	78,8	34,8	85,4	29,2	2,3	11,2
251	4933427I04Rik	81,8	103	14,9	11,1	28,7	22,4	75,8	38,2	32,8	10,4	16,3	8,7
252	4933430I17Rik	0	0	0	48,9	2	0	48,4	0	0	0	0	0
253	4933434E20Rik	18340,7	17597,5	8614	8378,7	8340,9	9813,9	18513,1	19883	12834,6	13305	6175,4	5737
254	5031439G07Rik	36,6	41,6	184,1	246,1	169,3	235,6	136,8	106,3	357,5	195,4	741	469,6
255	5330417C22Rik	0	0	62,9	0	0	0	0	0	14,1	45,5	0	0
256	5430403G16Rik	1424,9	1329,1	332,5	54,5	343	276,9	882,9	636,8	367,6	446,6	177,7	118,7
257	5530401A14Rik	334,2	306,3	141,6	107,3	88,1	3,3	248,3	128,8	96,3	12,3	0	0,7
258	5730409E04Rik	218,7	217,7	87	131,2	114,8	76,4	161,2	102,3	114,2	114	29,9	18,6
259	5730455P16Rik	1499,9	1590,3	539,4	639,1	676,5	522,7	1254,5	1041,6	414,6	1002,4	554	389
260	5730480H06Rik	792,2	710,2	392,5	519,3	297,3	430,6	939,6	653,8	375	668,1	494,9	314,8
261	5730508B09Rik	0	0	8,5	0	50	0	0	0	33,7	21,6	18,9	0
262	5730522E02Rik	0	0	0	0	0	36,7	0	0	0	0	5,5	2,9
263	5730559C18Rik	0	0	38,1	121	205	172,1	1	22,5	194,4	15,6	418,1	475,2
264	5830417I10Rik	218,4	213	265,3	201,4	147,4	136,6	113,6	323,4	140,4	209,2	284,8	243,3
265	5930422O12Rik	44,1	38,5	0	0	16,5	0	0	0	15	0	0	0
266	6030419C18Rik	0	0	0	0	10	15,4	0	0	6,2	0	30,9	8,4
267	6030458C11Rik	975,6	934,1	236	376	279,5	269,9	416,7	238,5	383,3	187	249,4	153,4
268	6330408A02Rik	50,6	60,1	91,6	81,6	50,6	127,4	150,8	113,6	112,3	85,4	156,8	115,2
269	6330549D23Rik	302,3	246,7	2,8	0	16,1	5,5	14,6	103	21	1,6	67,4	9,4
270	6430531B16Rik	902,5	793,3	284,9	157	167,5	192,1	1206	477,4	315,6	319,1	41	48,6
271	6430548M08Rik	1022,2	917,3	565,2	291,5	535,8	485,8	813,7	368,8	461,8	581,8	296,3	100,4
272	6430550D23Rik	85,8	84,3	0	58,7	3,5	90,2	35,3	81	32,2	1,3	3,1	43,3
273	6430571L13Rik	0	0	11,5	7,8	0	2,4	0	2,3	73,9	0	0,7	5,1
274	6430573F11Rik	366,3	404,8	116,2	62,1	109,9	81,6	354,8	332,7	138,5	110,9	13,6	18,6
275	6720489N17Rik	248,2	193,4	368,3	196,8	192,6	426	408,8	299,9	389,6	86,3	116,5	142
276	6820408C15Rik	3266,8	3186,4	1492,7	553,5	972,6	840,1	3140,1	2797,3	1602,6	2115,8	243,3	248,1
277	6820431F20Rik	3133,1	2839,1	1772,5	1675,4	2731,5	2320,6	1532,5	2716	3151,6	1515	3128,6	2548,2
278	8030462N17Rik	0	0	0	66,7	20,5	44,8	0	0	12,7	71,4	24,5	52,2
279	9030612E09Rik	179,4	141,9	66,9	10	24,6	99,5	109,5	7	93,1	18,9	36,2	15,3
280	9030617O03Rik	957	957,1	417,7	373,3	276,6	351	762,6	454,3	354,6	593,9	262,9	411,1
281	9030624G23Rik	0	0	9,5	4,4	4,1	0	0	0	0	1,9	1,8	25,1
282	9030624J02Rik	267,7	276,9	910,2	815,5	804,9	665,5	688,2	372,4	587,8	799,5	674	1085,3
283	9130008F23Rik	4,5	2,6	0	0	18,4	0	0	0	38	27,3	24,4	13,1
284	9130011E15Rik	91,9	78,8	193,9	284,7	292,9	39,7	111,6	258,4	181,7	163,7	145	193
285	9130019O22Rik	156,3	132,1	65,8	55	47,1	81,1	78,2	100,5	9,1	43,7	53,9	20,8
286	9130023H24Rik	271,1	257	171,5	205,8	279,5	209,8	459,9	531,3	341,1	307,3	301	252,6
287	9130213A22Rik	0	0	10,6	3,3	27,6	35,4	10,5	40	10,6	17	9,9	5,5
288	9130230L23Rik	39,1	36,8	8,4	6,1	19,2	23,8	21,9	29,9	23,1	14,6	18,7	9,8
289	9130401M01Rik	613,8	736,5	631,4	822,8	431,8	583,8	378,6	366,3	430,5	329,7	478,2	486,5
290	9230110C19Rik	1532,3	1415,9	1516,5	1218,5	1371,6	1510,3	2259	1957,9	1756,1	1915,7	592,1	509,9
291	9330132A10Rik	146,7	135,1	85,7	142,4	481,2	845,3	155,7	30,2	31,7	218	177,7	185
292	9330159F19Rik	87,7	82,2	68,1	109,7	132	274	13,3	77,2	148,9	131,4	134	193,5
293	9330182L06Rik	87,9	68,2	237,2	2,2	22,9	34,2	0	0	0	65,8	216	163,5
294	9430015G10Rik	369,3	358,6	158,8	193,9	289	179,6	174	72,4	219,7	201	191	222,9
295	9430025C20Rik	11,2	13,1	7,4	1,1	22,5	3	7,4	6	7,4	31,1	4,5	1,1
296	9430038I01Rik	17	6,9	176,6	268,2	108,9	60,1	12,3	97,2	46,4	119	141,7	124,2
297	9530053A07Rik	214	222,5	269,8	200	104	134,7	231,1	249,3	443,8	1328,6	146,5	141,7
298	9530068E07Rik	5670,7	5615,4	3644,7	3772,9	5357,4	4315,7	5596,7	4357,2	3730,7	3699,5	5155	5696,2
299	9530077C05Rik	561,3	545,3	420,2	694,8	470,5	409	589,7	1446,6	569,6	853,9	396,8	220,1
300	9830107B12Rik	78,4	65,8	18	13,3	20,5	8,1	48,4	48,3	12,7	15	1,8	2,2
301	9930012K11Rik	0	0	0	0	18,1	20,4	22	31,8	0	0	27,4	73,2
302	9930021J03Rik	268,2	305,5	293,4	283	60,7	388,4	433,4	327,9	74,6	145,2	248,6	436,3
303	9930111J21Rik1	16,8	10,5	16,9	13,4	3,1	19,4	13,7	8,1	0	11,3	2,7	8,7
304	9930111J21Rik2	247,5	261,4	119,4	92,4	188,3	246,8	278,8	287,1	163,6	119,2	117	58,7
305	A130006I12Rik	0	0	1,1	0	1	7,8	33,4	12,7	31,7	2,9	9,8	11,4
306	A130010J15Rik	119,1	124,7	208,2	191,6	150	209,7	288,4	133,3	70,6	121,8	58,4	93,6
307	A130051J06Rik	6,7	2,6	101,8	31,1	35,8	16,3	118,9	10,1	44,4	85,7	87,9	65,5
308	A230050P20Rik	175,2	188,9	25,5	66,5	130,9	116,9	39,6	1,3	66,8	70,1	82,2	46
309	A230065H16Rik	0	0	0	0	0	0	0	7,9	0	0	19,7	28
310	A2m	0	0	168,7	21,1	1208,5	2316,4	0	0	141,1	42,9	13,6	85,6
311	A2ml1	0	1,4	12,9	0	0	12	7,2	68,3	14	0	9,3	2,1
312	A330044P14Rik	41,5	42	9,5	6,7	16,4	16,3	13,7	24,1	11,6	15,1	15,4	3,3
313	A430005L14Rik	448	439,1	557,1	691	341,1	226,5	230,7	492,3	354,9	378,8	355,9	459,8
314	A430033K04Rik	1223,9	1124,7	238,7	386,3	243,5	242,7	2009,1	1419,9	546	689,3	171,6	143,5
315	A430078G23Rik	54,9	86,7	17	24,5	3,1	21,4	49,5	71,4	33,8	2,8	8,2	7,6
316	A430105I19Rik	0	0	0	62,2	24,2	33,9	0	90,8	70	14,6	13,4	40,2
317	A530064D06Rik	17,9	18,3	0	0	2	0	9,5	3	1,1	4,7	2,7	5,5
318	A630001G21Rik	8,2	6,9	8	8	10,2	4,8	2,6	4,8	0	8,3	4,4	10
319	A630010A05Rik	18,7	13,4	25	9,9	11,4	23,6	10,5	30,1	8,5	27,5	14,1	20,9
320	A630023A22Rik	0	0	32,8	12,5	7,4	36,4	0	0	0	0	0	11,3
321	A630073D07Rik	11,2	12	2,1	8,9	6,2	4	4,2	5	3,2	2,9	0,9	4,4
322	A730017C20Rik	968,2	891,3	664,9	432,2	1317,6	1262,3	741,3	667,5	591,5	490,2	1644,7	1187,2
323	A730046J19Rik	1,1	0	0	0	0	0	0	0	90,7	0,9	0	0
324	A730049H05Rik	14,9	8	0	0	152,9	221,2	1,1	0	0	0	12	38,4
325	A730071L15Rik	0	0	30,7	0	0	0	0	42,9	0	0,9	0	5,5
326	A830005F24Rik	0	0	13,9	13,2	30,6	35	34,6	0	32,8	24,7	45,7	10
327	A830018L16Rik	51,6	67,9	109,3	38,2	168,9	1	174,3	173,6	126,1	57,7	16,8	6
328	A830080D01Rik	84,9	96,3	207,3	325,4	318,9	489,1	263,9	243,2	377,2	157,9	473,6	264,8
329	A930002H24Rik	5,7	8,3	0	2,2	0	23,1	0	7	0	1	3,6	0
330	A930004D18Rik	51,9	30,7	55,6	40,7	77,1	42,2	15,7	94,9	81	99,4	53,3	60,3
331	A930009A15Rik	55,1	53,3	0	0	23,6	44,5	0	0	15,9	0	30,8	1,1
332	A930017M01Rik	41,6	44,4	0	0	24,7	0	45,4	5	40,3	0	0	0
333	A930018M24Rik	0	0	0	0	0	0	59,9	25	48,6	15,1	0	0
334	A930018P22Rik	0	0	8,6	5,5	11,2	0	0	16,9	0	12,4	0	0
335	A930033H14Rik	125,5	128,7	8,5	0	0	48,8	318,8	86,5	89,8	7,5	63,4	64,3
336	AA414768	0	0	62,8	31	61,4	55,5	45,2	0	26,4	0	31,6	22
337	AA467197	0	0	22,1	0	19	0	0	11,8	10,9	0	20,9	10,9
338	AA986860	33,8	39	0	0	11,4	0	17	0	0	99	36,7	58,5
339	Aaas	94,2	95,7	644,9	470	141,4	354,2	297,9	273	446,3	498,3	394,7	533,3
340	Aacs	119,9	132,2	735,7	460	463,5	321,3	384	480,8	761,6	523,2	307,7	282,4
341	Aaed1	997,2	958,7	544,2	367,1	469,8	502,2	1005,1	1213,7	568	511,1	765,1	421,4
342	Aagab	994	1158,8	426,2	447,9	421,2	276,6	861,3	1137,5	582,2	997,1	614,5	755,3
343	Aak1	420,3	353,4	393	308,9	619	762,4	47	241,4	532,5	206,7	477,3	321,6
344	Aamdc	386,9	389,9	555,8	441,3	785,3	616,4	483,6	532,7	428,2	424,4	667,2	797,6
345	Aamp	2079,7	2057,1	2400	1810,2	1628	1973,8	2192,7	1892,8	2223,7	1726,4	1951,1	1851,4
346	Aar2	726,4	698,7	694,3	630,2	533,1	410,1	833,5	1029,2	640,6	859,2	310,6	679,6
347	Aard	31,4	27,7	34,1	0	66,6	44,5	0	54,1	52,9	27,4	119,3	117,7
348	Aars	437,5	458,9	1598,5	1447,6	810,3	755,7	239	949,9	622,8	863,3	1515,6	1382,3
349	Aars2	16,8	13,2	117,5	102,3	37,9	164,9	21	2	147,9	38,5	51,7	103,5
350	Aarsd1	442,2	508,3	917,7	1005,8	349,4	379,9	942,1	751,8	798,2	1050,3	825,4	634,9
351	Aasdh	75,5	59,2	79,7	61,4	60,9	233,8	617,9	193,5	77,2	63,9	199,6	92,1
352	Aasdhppt	750,2	691,3	834,2	585,2	1008,8	821,7	692,4	695,8	955,9	605,1	1059,6	789,4
353	Aass	0	0	0	0	0	0,9	0	76	0	0,8	0	33,4
354	Aatf	311,5	276,9	428,5	819,3	383,6	396,4	262	535,3	629	690,7	533,6	558
355	Aatk	0	0	0	0	0	1	136,3	13,3	0	0	18,5	0
356	Abat	2394,3	2441,9	977,1	515,8	1185	1097,6	1484,1	2001	1598,4	1345,1	488,6	276,6
357	Abca1	2684,7	2480,5	697,1	494,3	4460	7892,2	799,6	1281,1	797,7	966,5	3550,7	4050,1
358	Abca2	166	134,7	395,8	382,4	183	562,4	248,6	372,2	424,4	236,2	365,3	370,1
359	Abca3	355,5	314,4	247,5	320,5	398,2	397,3	421,9	472,7	149,2	315,7	457,6	489,8
360	Abca4	7,3	3,2	2,8	1,4	4	6,7	0	0,4	2	20,1	11,7	1,5
361	Abca5	376,5	362,6	140,4	227,1	255,5	208,3	358,5	143,1	85,2	99,6	119,4	66,1
362	Abca6	0	0	123,4	31,4	0	15,7	0	0	0	0	0	0
363	Abca7	0	0	75	0	0	30,3	0	0	9,6	0	46,9	78,1
364	Abca8a	0	0	0	0	0	0	0	52,5	0	0	0	0
365	Abca8b	10,9	11,1	90	0	13,9	53,6	6,1	4,9	2,1	5,5	48,4	23,2
366	Abcb10	110,9	99,3	256	251,5	238,5	196,6	311,5	299	346,3	166,2	165,9	147,9
367	Abcb1b	3,4	10,8	65,9	100	63,6	97,4	11,9	0,6	38,1	60	43,4	106,7
368	Abcb4	75	72	1,6	14,1	18,2	32,3	14,3	40,5	4,7	30,4	62,2	16,5
369	Abcb6	174,4	250,2	370,2	405,6	445,5	315,4	234,1	255,9	275,9	554,2	99	108,9
370	Abcb7	132,7	112,1	405,2	490,8	290,4	143,1	448,3	344,9	191,2	326	415,4	367,7
371	Abcb8	101,3	152,6	432,4	438,7	324,5	397,1	88,5	318,7	462,1	557,3	657,7	600,3
372	Abcb9	0	0	0	10,5	25,6	22,6	0	1,2	26,2	0	0	17,2
373	Abcc1	229,9	175,2	458,3	564,6	161,5	224,4	264,1	245,9	321,4	203,6	219,8	265,3
374	Abcc10	38	33,3	105,1	22,4	41,2	34,5	46,6	173,7	56,5	119,1	20,5	37,4
375	Abcc12	0	0	37,9	25,5	23,8	43,7	0	0	0	45,8	14	0
376	Abcc2	11,1	13,8	0	0	8,8	0,9	0	6	0	0	21,6	0
377	Abcc3	420,9	398,8	610,1	126,3	357,8	537,6	352,3	399,5	726	733,7	171,7	146,1
378	Abcc4	91,9	88,9	96,9	107,5	96,9	153,3	126,8	74,2	114,8	122,4	160,8	59,8
379	Abcc5	692,3	709,8	523,3	648,9	1087,9	1424,2	548,7	576,2	1129,1	562,2	974,4	665,9
380	Abcd1	214,6	218,2	383,5	106,5	344,3	225,9	202,6	126,2	168,9	142,9	200	288
381	Abcd2	246,4	257,8	100,4	174,7	336,8	674,9	950,1	404,9	327,2	330,4	194,1	293,3
382	Abcd3	1640,6	1796,2	1288,5	1252,8	1483,8	2089,1	2138,2	1486,5	1622	1573,6	1595,1	1539,7
383	Abcd4	220,4	200,6	47,2	147	247,4	105,5	87,6	146,4	200,5	102,3	137,8	149,3
384	Abce1	1744,1	1611,4	1790,4	3212,2	1526,9	1229,8	900,8	1470,5	1610,7	1753,7	2011,7	1678,7
385	Abcf1	573,2	728,7	919,3	737,7	733,5	723,7	606,1	731,3	820,3	807,7	1036,4	933,6
386	Abcf2	641	630,4	961,5	1266,5	771,2	445,4	386,2	804,1	896,1	868,9	1171,6	1374,9
387	Abcf3	916,1	916,6	678,5	533,8	577,7	635,9	538	803,3	181,8	483,9	792	386,9
388	Abcg1	1128,2	1120,1	332,5	330,6	413,1	1321	922,3	889,3	393,1	315,6	209,1	31,2
389	Abcg2	96	122,3	98,6	148,5	480	345,3	6,9	67,1	177,9	195,3	972,8	1261,1
390	Abcg4	115,1	112,6	101,9	48	31,9	126	0	70,2	46,8	0	139,2	113,2
391	Abhd10	1128,7	1148,9	716,4	839,3	884,4	1178,7	1133,2	1045	775,8	695,1	828,7	1066,4
392	Abhd11	149,2	152,6	1109,9	873,4	427,6	314,7	296,8	243,3	740,2	899,1	680,5	559,4
393	Abhd11os	32,5	34,8	8,2	8,3	69	13,6	48,8	73,8	53,2	13,2	16,6	29,6
394	Abhd12	545,9	472,5	1033,4	807,3	601	580,9	817,6	362,8	934,6	685,9	771,3	740,1
395	Abhd12b	5,8	15,2	15,4	10,6	4,4	36,3	0,9	4,4	11,7	2,4	1,6	4,7
396	Abhd13	439,4	401,5	186,6	298,5	266,7	407,1	452,2	153,8	173,5	206,4	412,5	398,4
397	Abhd14a	2590,2	2518,6	2487,6	1899,2	1737,7	1313,8	2718,7	2428,3	2213,9	2497,8	607,4	911,3
398	Abhd14b	2766,9	2613,9	587,3	457,1	563,3	760,6	2588,9	2256,6	1615,1	1063,3	304,5	192,5
399	Abhd15	340,2	293,3	17,6	42,6	19,6	162,5	244,4	107,9	122,7	93,5	59,6	48,1
400	Abhd16a	827,2	837,4	680,4	727,4	703,7	529,4	975,1	1282,2	885,4	1031,5	632,6	686,9
401	Abhd17a	76,5	75,4	221,9	217,5	299,4	472,9	146,1	115	119,2	183,2	274,3	201,6
402	Abhd17b	545,7	452,7	417,8	214,6	641,1	499,2	489,4	399	387,8	185,5	576,2	815,4
403	Abhd17c	196,3	200,1	228,3	402,8	429,6	329,2	70,6	67,4	279,3	170,7	418	354,3
404	Abhd18	109,1	93,7	67,8	78	131,2	104,3	325	4,8	57,1	43,1	97,6	19,1
405	Abhd2	1155,9	1441	996,1	1252,4	1350,3	1282,9	1416,8	1472,1	1233,2	973,3	1278,2	1102,2
406	Abhd3	1180,2	1069,9	749,2	704,9	1206,5	1414,9	2552,1	2836,7	1569,1	1742,8	695	501
407	Abhd4	2853,3	2710,5	2117,5	2189,3	4260	3776,1	3273,1	3131,9	2301,2	3455,9	2785,6	3493,7
408	Abhd5	240,6	190,8	246,8	365,4	387,1	268,2	259,1	232,3	505,2	356,7	371,5	366,7
409	Abhd6	1026	1019,5	468	476,8	638,1	673,4	1332,8	1679,8	1169,5	755,8	630,8	639,1
410	Abhd8	403,4	498,6	290,8	246,6	207,3	243	472,7	435,3	310,9	177	198,8	134,4
411	Abi1	726,2	653,1	657,1	1043	919,4	775,9	706	572,3	736,6	701,5	885,5	1385,9
412	Abi2	862,6	763,4	1005,3	703,5	1041,9	1249,2	1241,7	1632,5	867	837,6	1126,2	924,8
413	Abi3bp	0	0	0	6	30,9	0	0	56,4	12,5	20,2	36,6	22,3
414	Abl1	360,8	304,8	184,6	179,7	533,3	373	372,3	221,9	164	151,6	322,8	358,7
415	Abl2	203,3	176,3	155,3	296,3	300,9	399,5	200,2	81,4	168,3	171,2	341,6	202,2
416	Ablim1	1398,7	1329,9	1505,1	1323,7	1089,6	1209,6	986,1	1672,3	1146,7	1819,9	715,8	486,9
417	Ablim2	8,4	13,7	10,6	21,8	0	7,3	0	64,4	41,4	0,7	47	0
418	Ablim3	133,3	123,9	70,9	0	38,9	80,5	458,5	169,2	3,2	18,8	0,9	5,4
419	Abr	432,8	442,7	625,1	354,2	583,7	576,3	315,5	310,5	266,2	193,1	140,9	139,2
420	Abracl	0	0,9	76	153,7	453,4	426,9	0	0	0	0	889,3	1024,8
421	Abraxas1	323,5	279	195,1	418,9	366,3	412,7	153,8	243,6	158,3	213,6	160,1	307,2
422	Abraxas2	1002,1	919,6	719,8	789,8	918,8	666	1230,4	521,3	631,6	574,1	582,7	457,9
423	Abt1	281,1	365,5	257,1	418,4	184,3	159	223,1	270,8	193,2	278,9	280,2	199
424	Abtb1	381	526	87,1	149	76,5	261,5	30,5	129,9	160,5	82,8	62	61,3
425	Abtb2	0	0	1,5	59,1	0	0	182,5	0	19,7	78	31,4	44,1
426	AC034099,1	43,8	34,2	68,6	38,9	47,3	46,2	59	62,8	69,9	16,2	103,7	45,5
427	AC055818,1	0	5,9	4,3	4,4	3,1	0	1,1	3	7,4	5,8	8,1	1,1
428	AC073947,3	3,4	4,3	2,1	6,7	8,2	8,1	1,1	2	3,2	4,7	9	9,9
429	AC096628,2	1284,4	1340,9	309,9	405,2	325,9	423,3	1816	898,7	754,7	625,4	122,1	96,7
430	AC099934,3	60,6	51,7	172,9	220,8	61,5	15,2	20	16	59,3	88,2	141,9	117
431	AC099934,7	92,1	77,8	210,9	186,2	127,2	105,8	65,3	2	75,3	138	153,4	174,1
432	AC104897,1	192,7	215,8	70,9	55,6	96,2	118,1	154,7	147,9	84,5	83,6	78,9	44,6
433	AC105407,1	3,4	1,7	6,5	12,2	3,1	5	5,3	5,9	4,3	4,8	6,3	6,8
434	AC105950,1	35	26,7	1,1	13,2	2,1	7,9	7,4	9,8	39,5	15,6	0,9	4,6
435	AC107819,3	56,4	58,7	22	14,4	16,8	10,8	41,4	12,9	10,2	28,4	14,1	6,8
436	AC109180,1	12,4	10,7	3,3	7,7	7,2	3	11,6	8,9	6,4	3,9	3,6	4,6
437	AC110377,1	0	9,9	0	82,8	38,2	8,9	0	0	34,2	35	0	18,3
438	AC110816,1	40,4	58,2	63,1	21,1	51,3	49,4	70,6	86,9	61,5	48,5	21,7	19,9
439	AC113305,1	18,2	19,7	0	0	0	23,4	0	11,1	17,2	0	0	0
440	AC115034,1	0	40,4	33,9	285,9	103,4	431,8	184,1	83,5	256,6	596,7	232,1	220,9
441	AC115047,1	14,6	16	4,4	3,3	6,3	25,6	5,2	19,7	5,3	13,7	6,3	3,5
442	AC115290,2	11,3	7,5	14,1	30,9	8,2	11	5,3	11,9	14,9	17,3	18	7,9
443	AC117226,1	310,3	243,1	159,8	75,6	178,1	188,4	274,6	203,3	139,4	171	106,1	74
444	AC117226,2	408,1	355,2	835,9	1041,2	172,1	315,7	242,1	105,4	139,6	167	114,1	123,7
445	AC117656,2	24,7	31,5	0	15,6	5,1	10,2	31,6	0	0	9,4	0	0
446	AC117769,3	46,2	49,7	0	2,2	0	0	1,1	1	0	0	0	0
447	AC118733,2	80,2	61,7	0	5,6	6,2	11,2	0	11,1	0	0	0	0
448	AC121583,1	25,4	39,7	5,3	0	9,4	20,2	38,4	33	7,9	5,5	0,6	7,9
449	AC121788,1	7,9	6,9	11,7	18,9	0	1	10,5	0	7,4	0	0	1,1
450	AC121966,1	0	0	8,7	4,4	3,1	17,6	0	13,8	24,2	16,4	8,1	0
451	AC122235,1	9	8,5	3,2	6,6	4,1	6	11,6	5	4,2	8,6	2,7	2,2
452	AC122357,2	0,9	1,8	0	0,9	29	0	0	0	0	0	2,1	16,1
453	AC122367,3	0	0	1,1	8,8	9,2	1	2,1	2	3,2	3,8	3,6	18,8
454	AC122840,3	74	68,2	50,9	21,1	37,9	83,4	66,3	85,4	49,7	40,5	49,8	37,1
455	AC122891,2	10,1	2,4	15,4	3,4	0	7	17,9	9	3,2	3,9	1,8	0
456	AC123832,2	16,6	41,7	24,9	59,5	56,1	84,1	25,7	25,1	18,8	33,4	99,8	71,4
457	AC123935,1	25,9	42,9	27,4	28,7	33,1	48,3	28,4	19,7	24,6	30,2	36,8	34,5
458	AC123954,1	3,4	7	6,4	41,2	10,2	5,1	0	2	5,3	7,5	17,2	7,6
459	AC124426,4	20,3	19,2	113,7	55,4	270,9	48,6	13,1	71,2	216,5	49,6	177,9	136,8
460	AC124712,1	12,4	16,3	29,5	17,6	25,8	4,9	40	22,6	11,7	6,8	18,8	13,8
461	AC124744,2	6,7	13,6	5,4	6,6	4,1	12	0	6	8,5	10,5	4,5	8,9
462	AC125374,1	129,7	106,8	140,9	201,8	118,4	148,1	111,2	111,5	291,5	140,3	75,3	116,8
463	AC125374,2	50,2	44,6	103,2	103,4	74,8	47,9	58,6	54,7	189,8	36	19,7	47,1
464	AC125374,5	9	7	2,1	4,4	14,3	6,1	15,8	3	0	2,8	5,4	4,4
465	AC125444,3	0	0	0	18,7	10,2	0	0	16,8	5,3	5,7	0	18,8
466	AC125532,2	247,7	271,6	125,2	88,9	99,3	154,5	220	187,9	118,4	147,9	97,8	65,5
467	AC126043,1	16,8	19,8	15	13,3	9,2	20,2	0	31	0	37	19	17,7
468	AC126673,3	172,5	157,1	58,2	55,6	67,6	94,7	116,8	108,7	61,2	48,9	27,2	35,9
469	AC126939,2	7,9	9,6	6,6	11,1	5,3	5,9	14,7	5,9	5,3	7,8	5,4	5,8
470	AC127302,1	318,8	313,1	185,8	154,2	229,7	256,5	303,3	286,9	154,7	120,6	131,9	81,7
471	AC127302,3	89,6	68,3	60,4	47,8	49,2	95,6	104,2	92,5	52,8	19,8	30,8	28,4
472	AC129016,2	36	39	75,3	81,9	32,9	25,1	20	25,9	31,9	34,4	54,1	34,6
473	AC130711,1	0	0	3,2	0	2	0	74,5	24,9	0	31,3	2,7	0
474	AC130824,1	10,1	16,5	13,8	8,9	9,2	6,1	14,7	16,1	4,2	9,4	7,2	5,5
475	AC131120,2	21,5	17,7	26,4	44,4	34,5	40,5	40,1	14,8	25,7	0	0	15,1
476	AC131187,2	4,5	0	2,1	2,2	10,2	5	3,2	3	4,2	3,8	9	6,6
477	AC131759,1	29,4	28,9	32,2	5,8	24,9	34,7	16,1	23,4	7,7	9,8	19,5	17,9
478	AC132104,2	3,3	12	8,7	5,6	8,5	12,8	12,5	6	3,2	2,9	5,4	1,2
479	AC132221,1	208,3	188,7	77,3	72,3	156,6	126,3	187,3	163	144,7	85,5	49,9	51,1
480	AC132304,1	5,6	6,6	21,8	16,5	11,3	8,9	6,3	2	11,7	16,5	15,2	18,3
481	AC132444,6	149,2	139,6	52,1	55,5	72,8	97,3	103,2	159,4	76,2	47,3	41,6	36,2
482	AC132881,1	32,6	31	16,1	12,2	24,7	41,5	11,6	32	23,4	18,1	8,1	0
483	AC134254,5	24,9	28,4	12,1	4,4	10,4	11,9	15,9	9,9	4,3	4,9	5,4	0
